NAME1,objid1,RA1,DEC1,LOGL1_5007,Z1NAME2,objid2,RA2,DEC2,LOGL2_5007,Z2
J142704.55+355409.6,5.877369419823843e+17,216.76896000000002,35.902656,39.874992,,5.877368984976099e+17,234.78701,32.407063,39.875144,0.0313468
J142704.55+355409.6,5.877369419823843e+17,216.76896000000002,35.902656,39.874992,,5.877368984976099e+17,234.78701,32.407063,39.875144,0.0313468
J142704.55+355409.6,5.877369419823843e+17,216.76896000000002,35.902656,39.874992,,5.877368984976099e+17,234.78701,32.407063,39.875144,0.0313468
J142704.55+355409.6,5.877369419823843e+17,216.76896000000002,35.902656,39.874992,,5.877368984976099e+17,234.78701,32.407063,39.875144,0.0313468
J142704.55+355409.6,5.877369419823843e+17,216.76896000000002,35.902656,39.874992,,5.877368984976099e+17,234.78701,32.407063,39.875144,0.0313468
J130615.17+585733.2,,196.5632,58.959224,39.770385,,,125.72433999999998,5.9376445,39.679794,0.0306668
J130615.17+585733.2,,196.5632,58.959224,39.770385,,,125.72433999999998,5.9376445,39.679794,0.0306668
J130615.17+585733.2,,196.5632,58.959224,39.770385,,,125.72433999999998,5.9376445,39.679794,0.0306668
J130615.17+585733.2,,196.5632,58.959224,39.770385,,,125.72433999999998,5.9376445,39.679794,0.0306668
J130615.17+585733.2,,196.5632,58.959224,39.770385,,,125.72433999999998,5.9376445,39.679794,0.0306668
J112408.65-010927.9,,171.03603,-1.1577620000000002,40.872813,,,120.99667,23.755681,41.012553000000004,0.0293969
J112408.65-010927.9,,171.03603,-1.1577620000000002,40.872813,,,120.99667,23.755681,41.012553000000004,0.0293969
J112408.65-010927.9,,171.03603,-1.1577620000000002,40.872813,,,120.99667,23.755681,41.012553000000004,0.0293969
J112408.65-010927.9,,171.03603,-1.1577620000000002,40.872813,,,120.99667,23.755681,41.012553000000004,0.0293969
J112408.65-010927.9,,171.03603,-1.1577620000000002,40.872813,,,120.99667,23.755681,41.012553000000004,0.0293969
J131305.81+012755.9,,198.2742,1.465541,39.935022,,5.877368984976099e+17,234.78701,32.407063,39.875144,0.0313468
J131305.81+012755.9,,198.2742,1.465541,39.935022,,5.877368984976099e+17,234.78701,32.407063,39.875144,0.0313468
J131305.81+012755.9,,198.2742,1.465541,39.935022,,5.877368984976099e+17,234.78701,32.407063,39.875144,0.0313468
J131305.81+012755.9,,198.2742,1.465541,39.935022,,5.877368984976099e+17,234.78701,32.407063,39.875144,0.0313468
J131305.81+012755.9,,198.2742,1.465541,39.935022,,5.877368984976099e+17,234.78701,32.407063,39.875144,0.0313468
J083803.67+540642.2,,129.51531,54.111729000000004,38.968070000000004,,,131.78218999999999,4.8576828,38.949020000000004,0.0315033
J083803.67+540642.2,,129.51531,54.111729000000004,38.968070000000004,,,131.78218999999999,4.8576828,38.949020000000004,0.0315033
J083803.67+540642.2,,129.51531,54.111729000000004,38.968070000000004,,,131.78218999999999,4.8576828,38.949020000000004,0.0315033
J083803.67+540642.2,,129.51531,54.111729000000004,38.968070000000004,,,131.78218999999999,4.8576828,38.949020000000004,0.0315033
J083803.67+540642.2,,129.51531,54.111729000000004,38.968070000000004,,,131.78218999999999,4.8576828,38.949020000000004,0.0315033
J231815.67+001540.2,,349.56529,0.261179,40.017390999999996,,,163.94496,44.049663,40.049524,0.0371108
J231815.67+001540.2,,349.56529,0.261179,40.017390999999996,,,163.94496,44.049663,40.049524,0.0371108
J231815.67+001540.2,,349.56529,0.261179,40.017390999999996,,,163.94496,44.049663,40.049524,0.0371108
J231815.67+001540.2,,349.56529,0.261179,40.017390999999996,,,163.94496,44.049663,40.049524,0.0371108
J231815.67+001540.2,,349.56529,0.261179,40.017390999999996,,,163.94496,44.049663,40.049524,0.0371108
J144331.27+492335.2,,220.88029,49.393125,39.368887,,,204.72255,0.75538844,39.369240000000005,0.0396392
J144331.27+492335.2,,220.88029,49.393125,39.368887,,,204.72255,0.75538844,39.369240000000005,0.0396392
J144331.27+492335.2,,220.88029,49.393125,39.368887,,,204.72255,0.75538844,39.369240000000005,0.0396392
J144331.27+492335.2,,220.88029,49.393125,39.368887,,,204.72255,0.75538844,39.369240000000005,0.0396392
J144331.27+492335.2,,220.88029,49.393125,39.368887,,,204.72255,0.75538844,39.369240000000005,0.0396392
J153552.40+575409.5,,233.96835,57.902639,41.493527,,,149.81151,12.987914,41.360965,0.0343523
J153552.40+575409.5,,233.96835,57.902639,41.493527,,,149.81151,12.987914,41.360965,0.0343523
J153552.40+575409.5,,233.96835,57.902639,41.493527,,,149.81151,12.987914,41.360965,0.0343523
J153552.40+575409.5,,233.96835,57.902639,41.493527,,,149.81151,12.987914,41.360965,0.0343523
J153552.40+575409.5,,233.96835,57.902639,41.493527,,,149.81151,12.987914,41.360965,0.0343523
J123651.18+453904.2,5.88017605759402e+17,189.21325,45.651162,40.586452,,5.877246481849385e+17,183.71352,-3.4895004000000003,40.624677,0.0335214
J123651.18+453904.2,5.88017605759402e+17,189.21325,45.651162,40.586452,,5.877246481849385e+17,183.71352,-3.4895004000000003,40.624677,0.0335214
J123651.18+453904.2,5.88017605759402e+17,189.21325,45.651162,40.586452,,5.877246481849385e+17,183.71352,-3.4895004000000003,40.624677,0.0335214
J123651.18+453904.2,5.88017605759402e+17,189.21325,45.651162,40.586452,,5.877246481849385e+17,183.71352,-3.4895004000000003,40.624677,0.0335214
J123651.18+453904.2,5.88017605759402e+17,189.21325,45.651162,40.586452,,5.877246481849385e+17,183.71352,-3.4895004000000003,40.624677,0.0335214
J155909.63+350147.5,5.877367830689875e+17,239.79012000000003,35.029857,40.563345,,5.877246481849385e+17,183.71352,-3.4895004000000003,40.624677,0.0335214
